Id,Label
0,71ba0469-f0cc-4177-ac70-ea07cb01c8b8
1,5056439c-015e-4968-9281-2b8c72c3926e
2,c563f50c-54a9-4b37-9028-bff3db7e3e27
3,1d7fe784-8667-47e8-b733-8e6ec0fbb5f9
4,44c8b4c8-4457-4ba0-94b6-285ef327a249
5,cdef53d5-0537-4073-8874-79fa5e0346e6
6,a9191572-cd67-4184-9945-a25eb3fa6ef0
7,89214f7b-82b7-460e-b583-415a688ccc3c
8,ab294050-c4b7-4116-aa15-3525c5076472
9,b2b612b0-d4ac-4b83-8d33-4ed6b295c01c
10,b096000e-3f69-4940-89ce-1230ee9d5a0a
11,64fabecd-5e28-4fc1-915a-678c80dac058
12,24a7b5ac-a573-4469-be04-6f02673cd157
13,fcd3f564-67de-4ed5-bd3d-2c39c3338653
14,3c2bfff1-8a3f-4b9c-bc18-e7ea6562e436
15,47392cc2-4fb3-4431-b56f-c54688671786
16,63ca741d-130f-4748-b15f-f75075630a73
17,03172f6e-fb21-4770-8eef-513730174ab7
18,adfc3c2f-30be-430d-8f07-9070dab88c64
19,4a50c62e-24ba-459b-993c-0959691cf96d
20,1c0cea09-f0db-4ef0-a551-d67645ee4538
21,8a9df121-e012-457c-ade0-ead804d93818
22,efa20606-8972-4bd7-823e-2011fe9a54e1
23,d95287b4-213f-4b3b-b68e-b23b9f3bac90
24,3f8d6443-f7d9-40bf-acb5-427c853a68ca
25,9b286917-8a4b-4ea7-803e-21578f6882e1
26,2d350bad-f546-4799-b04a-32236b4b3930
27,46d3a308-7383-47ff-802c-c97bfd727720
28,9e5a9e59-cfe3-42de-8c2e-76ef7e2efa5f
29,52729daa-66a1-42d6-96c0-691a2d89e819
30,608e39b8-367a-48d6-afc6-244e4c19c849
31,ba190ea7-9318-4b89-a17a-907a71ef24fa
32,defd47cc-95c0-4302-a284-6038e986d672
33,efa3e04c-ec23-46e4-9431-a73492ad32a5
34,9e081e53-a748-47c5-8e36-d9c858d23c14
35,0780f97f-e326-4e51-8b5c-3461eea70517
36,b8c44adf-4307-4ce5-84e5-2eb98e6b17e2
37,5d4057c5-e455-4ab1-aea6-3371566cd862
38,53b564bb-24b2-47ac-91ba-054e71a108e9
39,d0bbc03d-df4e-44e3-ad4c-b5739dd67887
40,0ba90366-87ad-4f9d-9bcd-c11e63eb6f27
41,33189b5c-5919-4e99-8b62-89b225531eac
42,bb05ba4c-bced-42c8-ae3d-9e732823fb44
43,be3eaf02-0c8a-4729-8b6e-7b40ab016e29
44,16fe231f-5db5-4213-9ce0-ba1944eac066
45,099198eb-df60-41d1-ad22-3655b957d805
46,4b8d5256-a202-4f3a-be23-5f4351251eb3
47,3047ebac-457b-4a6d-85eb-f59eef4f76cc
48,8507a0b0-b667-4a07-90f1-8cfb2193dcd8
49,8829af4f-4e03-452d-a575-ebc892f0ad3f
50,95d84986-5087-4248-b678-9fe8be9fc2be
51,67156a1d-2e86-42e0-a81c-6ce3af24aca4
52,1a7e8f38-95df-4c27-8897-21ed04c3b98b
53,a49b8342-1954-48dc-9322-24bbfe3662c5
54,cafc2141-2307-4f62-abd1-2d6e5486d7a5
55,77f75716-3e7c-4e75-ad10-e5f04ae35002
56,6f6492b6-fc11-42ed-aa0b-ec99b1cfc12a
57,20c3ca32-ec09-4e7c-abab-9f7711cbe235
58,ac89baa4-4798-4392-aeb6-a4e635721290
59,ecd32edf-a122-4d6b-a180-b84367bb726a
60,119ab996-9fbd-4243-9a4a-e821dfc6c6f9
61,59cf17d9-6c13-4333-a1cb-cc5fdf63366d
62,a905bc35-28b4-421c-b2a6-26f7fe4e28bf
63,ca24f616-30cc-4351-aca9-1b49297de076
64,aa8dc980-7ac9-41cd-91c8-863dfe401d61
65,02f9aadd-72de-4b20-b381-f4c3b1cf7aa3
66,fd1e9a6d-5b50-4a6f-bd61-c884ab89f5c6
67,3886269a-5118-4f12-95fe-6c5440b53c0d
68,55de6142-7bb1-47f0-95c3-29fda996ef6b
69,15545751-f1be-43db-9f35-b3aaa0a959e2
70,6dafa93d-3698-4124-9bbd-7429cc2a7374
71,aefbe288-f630-4c24-b180-535f6554ac6a
72,9ba75b66-e3a1-4476-9494-586b7a759ea6
73,dda6a788-814a-48f2-8ebe-bc57e4cefd92
74,2dc2c931-b06e-4249-8a39-c33bc60c0f03
75,6bac5e1a-692a-47a7-ba58-474ce3713644
76,60320709-0445-4112-ab79-1997cc6f3822
77,d8b07feb-551d-4b3c-9733-c468b8104f0c
78,40c83ae5-ba34-483e-b348-b558b44179ca
79,aaa1801a-51d1-4b7e-a5b8-7e8547be60a8
80,d2726876-1462-4c32-b0e6-1628fdb88c14
81,e234ae17-7d4d-4d7f-8eb6-38edc1ebebc2
82,716348ff-0af1-48b6-9c08-2907772ba5bc
83,a2e8d9a7-0eb0-4441-adb5-7cc720380f4e
84,d4adfa2e-89ba-4ae6-9770-ef5a7ec4173a
85,887dacdd-e5ce-4556-8ff1-9e902d222d95
86,9f5eacbf-4d98-4024-a559-86d7802e4ead
87,b5bbfa23-0c80-4762-a3b9-97ceebed8d27
88,b7740f2d-d404-4021-8c0a-2c395ef9b4da
89,98d08360-e1de-46f4-a01e-0c66c92e5567
90,fd3acd35-add1-4634-8c90-68ed0f638fde
91,b48a38ae-3bb7-4e52-add7-bce581c87262
92,8fd4e053-b318-44d7-9401-0ca84b4d1347
93,d08a86d9-8717-4206-8534-e81dd03a18f1
94,b36658dd-cb89-41cf-b2e9-1d84894946d5
95,cae10920-f977-48b4-a0d3-4d70ad561fd1
96,899a4f9c-abc3-4a13-88e4-0f7862ee6ab5
97,f1e65288-3df1-4bb4-b67e-b41d6f1385a2
98,0522e580-6775-49f5-b471-b39624280402
99,e47e6347-73d4-4244-b92e-8a7cea33d434
100,137acc1b-dbca-473e-84bb-fe1baaf98819
101,e130929b-3c86-4b5e-8b07-22537fc9e84d
102,b5b4755b-462c-4dcf-acd1-75ca01b7c453
103,36421d27-328e-4b13-9fca-903c19fe49dd
104,173c7abc-b19b-4533-aa53-7156b53df51f
105,cb1be644-93a5-4208-8776-f5feece6967a
106,5a1848d9-9b49-4529-94f1-e463b502c73b
107,6ec18ddf-e9ee-421a-9033-456f558c7b4b
108,ea521af0-e6c4-4a3c-899c-89c35c49287d
109,33204bf4-1feb-4369-8cc8-9edc4ad79c92
110,8be62b06-5994-47fe-aad8-a27a02e054fa
111,941f66eb-5ca6-45cc-b205-6de1f1a59233
112,2e00e359-abc8-49aa-b98c-c0cc554acf34
113,5637fb76-12fb-41bc-82c9-d1a09bdae744
114,9b8fdfcd-a8e1-4486-ac68-82cd1e190488
115,0606d624-7695-41e2-96f0-0b5d3578ae24
116,dbcd6f5b-6069-4f03-95f3-5c17a0f2776c
117,f710eff2-55ee-49d8-84dd-2cf92748199d
118,41de7636-253c-4360-8cf7-6fc166b0448b
119,9e1b6e6e-295d-418c-a94f-b2c69978d13e
120,756c201c-d61c-4495-afc0-09ca95c673a4
121,1d2d568c-c53b-4a2d-8835-a21806cc6645
122,f065dd0d-8cf7-4289-87a1-b296ef64be1b
123,e1b30dc8-2618-42c1-a3f8-9c2d8ac49c5f
124,1302bca8-7576-4009-aac7-8750c7d50140
125,eb17a151-7936-4b4b-a492-8c1ba9d1cc3b
126,344de08b-bae0-4d79-b89e-a2b6204e1a21
127,19d6d7d2-4f3c-437c-9378-6c9a730c3f96
128,c914f76e-2d8c-4da3-9b2a-e98794496245
129,1a100862-757a-4450-94a6-9731a522f707
130,42d200ef-0872-4318-8326-08cd7056b2db
131,09cbb3f1-c2ed-426c-8c53-ffda77efcb08
132,d07f23f8-3bd1-4db1-9a36-51aedbe60821
133,3acf9313-1874-4dff-ab2a-3187516d92d6
134,eabfe6f1-0b13-43b2-9b6e-291363b2f856
135,55f5ca08-6b25-4f13-9bf8-b3f0b3301647
136,6a84665a-d614-404b-8557-f807676de5c6
137,ffa37e71-fa14-4e84-ba9d-aece8d1d99f9
138,2fc08e9c-5e4b-4f76-ae71-111c62a33983
139,19d2cfb8-439b-454a-b47e-5274c219005b
140,92b4bd25-f752-49fe-b248-a3e4b0e89d2a
141,8991a066-5e97-42b8-ba97-1c35bc034fea
142,958e204f-f001-4a2c-bb4e-0715ac927a4f
143,fb91570f-6f79-4d03-bf4f-d3d58138328e
144,703e4c46-ded2-4797-97fe-57fedda2825f
145,3b46f9a9-3447-441d-abd4-4f8e46f9e0c2
146,097f7be5-fdc1-42a8-b54b-65eb48c12cf1
147,7c6d7838-6453-4e4a-817e-39c8c387f986
148,8b570796-e100-47cd-a634-dbc8cd35857e
149,b1b10f6e-e97a-426a-9581-f1a5c29b6e05
150,5cb510f1-244d-4f02-a82b-3631e998fad1
151,271943ef-e257-48cd-aa9a-b3a685f0572b
152,aa266066-bb51-4990-be9b-0a49fc65303e
153,09fc03c4-aef7-47e1-941a-618f437dfbe2
154,ed58f761-d10f-442e-89a1-ae35294f0ac0
155,8ebc4167-461c-4634-86b8-78b89a36e49c
156,0325261f-61eb-46f8-acc6-89d15053fecd
157,03612a7e-6460-4ef6-9528-59d60f970b93
158,982bbe5d-4df1-43d6-bc53-a80eaaa96a9b
159,66135cde-428a-4cf7-bc1d-d5ddce40d9cd
160,9c4c1885-35af-48b9-a09f-4ea448d40d75
161,b5581477-7033-4586-bc95-da6a508bdab6
162,87f05059-de42-4630-a35b-edb53d880640
163,1d996507-b0e3-4ef8-ab62-9db3bd808105
164,e974e5c3-9b22-41f2-b3a3-c12848f29a73
165,13b9a676-7cfd-4b7c-bdb6-43ec52b7c919
166,b940dd35-39e3-49d9-918a-316db1e223e3
167,8a9a9b41-2e52-4805-92ed-3be1c2972c41
168,c1a6f986-01c4-4581-ba74-bf22d28f8ace
169,6d048a56-edb8-4f29-891d-7a84d75a8e78
170,fca3178e-fb68-41c3-8598-702d3ca68b96
171,Perennial allergic rhinitis with seasonal variation
172,Streptococcal sore throat (disorder)
173,Otitis media
174,Fracture of clavicle
175,Viral sinusitis (disorder)
176,Childhood asthma
177,Acute viral pharyngitis (disorder)
178,Facial laceration
179,Malignant neoplasm of breast (disorder)
180,Fracture of the vertebral column with spinal cord injury
181,Chronic pain
182,Chronic intractable migraine without aura
183,Impacted molars
184,Laceration of thigh
185,Drug overdose
186,Body mass index 30+ - obesity (finding)
187,Idiopathic atrophic hypothyroidism
188,Hyperlipidemia
189,Seizure disorder
190,History of single seizure (situation)
191,Coronary Heart Disease
192,Osteoarthritis of knee
193,Whiplash injury to neck
194,Myocardial Infarction
195,History of myocardial infarction (situation)
196,Body mass index 40+ - severely obese (finding)
197,Hypertension
198,Diabetes
199,Hyperglycemia (disorder)
200,Hypertriglyceridemia (disorder)
201,Metabolic syndrome X (disorder)
202,Chronic sinusitis (disorder)
203,Neuropathy due to type 2 diabetes mellitus (disorder)
204,Normal pregnancy
205,Diabetic retinopathy associated with type II diabetes mellitus (disorder)
206,Miscarriage in first trimester
207,Blighted ovum
208,Nonproliferative diabetic retinopathy due to type 2 diabetes mellitus (disorder)
209,Chronic kidney disease stage 1 (disorder)
210,Diabetic renal disease (disorder)
211,Localized  primary osteoarthritis of the hand
212,Pulmonary emphysema (disorder)
213,Sprain of wrist
214,Appendicitis
215,History of appendectomy
216,Escherichia coli urinary tract infection
217,Acute bronchitis (disorder)
218,Second degree burn
219,Burn injury(morphologic abnormality)
220,Stroke
221,Prediabetes
222,Cystitis
223,Suspected lung cancer (situation)
224,Non-small cell lung cancer (disorder)
225,Non-small cell carcinoma of lung  TNM stage 1 (disorder)
226,Anemia (disorder)
227,Chronic congestive heart failure (disorder)
228,Polyp of colon
229,Recurrent rectal polyp
230,Osteoarthritis of hip
231,Cardiac Arrest
232,History of cardiac arrest (situation)
233,Antepartum eclampsia
234,Laceration of foot
235,Chronic obstructive bronchitis (disorder)
236,Osteoporosis (disorder)
237,Sprain of ankle
238,Fracture of forearm
239,Rupture of appendix
240,Alzheimer's disease (disorder)
241,Pneumonia
242,Child attention deficit disorder
243,Atrial Fibrillation
244,Neoplasm of prostate
245,Metastasis from malignant tumor of prostate (disorder)
246,Tubal pregnancy
247,Acute bacterial sinusitis (disorder)
248,Epilepsy
249,Concussion injury of brain
250,Carcinoma in situ of prostate (disorder)
251,Gout
252,Concussion with no loss of consciousness
253,Familial Alzheimer's disease of early onset (disorder)
254,Overlapping malignant neoplasm of colon
255,Laceration of hand
256,Malignant tumor of colon
257,Opioid abuse (disorder)
258,Alcoholism
259,Sinusitis (disorder)
260,Chronic kidney disease stage 2 (disorder)
261,Microalbuminuria due to type 2 diabetes mellitus (disorder)
262,Smokes tobacco daily
263,Concussion with loss of consciousness
264,Perennial allergic rhinitis
265,Bleeding from anus
266,Protracted diarrhea
267,Secondary malignant neoplasm of colon
268,Bullet wound
269,Laceration of forearm
270,Fetus with unknown complication
271,Pathological fracture due to osteoporosis (disorder)
272,Fracture subluxation of wrist
273,Fracture of ankle
274,Recurrent urinary tract infection
275,Primary malignant neoplasm of colon
276,Rupture of patellar tendon
277,Seasonal allergic rhinitis
278,Fracture of rib
279,Preeclampsia
280,Small cell carcinoma of lung (disorder)
281,Primary small cell malignant neoplasm of lung  TNM stage 1 (disorder)
282,Major depression  single episode
283,Major depression disorder
284,Westport
285,Ashland
286,Framingham
287,Lynn
288,Middleborough
289,Concord
290,Clinton
291,Wilmington
292,Marshfield
293,Brookline
294,Weymouth
295,Salem
296,Springfield
297,Peabody
298,Gardner
299,Danvers
300,Melrose
301,West Springfield
302,Fairhaven
303,Boston
304,Northbridge
305,Waltham
306,Agawam
307,Sheffield
308,Amherst
309,Sharon
310,Leicester
311,Wareham
312,Newburyport
313,Chatham
314,Kingston
315,Somerville
316,Ayer
317,Worcester
318,Quincy
319,Cambridge
320,Attleboro
321,Barnstable
322,Dennis
323,Chelmsford
324,Hatfield
325,West Tisbury
326,Burlington
327,North Adams
328,Southbridge
329,Franklin
330,New Ashford
331,Easthampton
332,Malden
333,Orange
334,Taunton
335,Raynham
336,Hingham
337,Brockton
338,Milford
339,Fall River
340,Hanover
341,Stow
342,Haverhill
343,Belchertown
344,Greenfield
345,Lunenburg
346,Auburn
347,North Brookfield
348,Wellfleet
349,Fitchburg
350,Lawrence
351,New Bedford
352,Winchester
353,Bernardston
354,Norwood
355,Westport
